ID,CUST_ID,PHONE_NO,NAME,CREATE_TIME,ADDRESS,CUST_TYPE,PROD_ID,CREDIT_RANK
96,1823,13586733503,许不己,2018/3/13,文化路社区,1,4G78,C
97,1824,13523665603,窦性,2017/12/18,大兴庄社区,1,4G78,F
98,1825,13552528124,卞容做,2017/1/11,长阳社区,2,4G588,A
99,1826,13512117536,殷及毛,2017/9/20,冯村社区,1,4G198,C
100,1827,13585210136,任去布,2017/11/9,邮科院社区,2,4G388,A
101,1828,13541082750,岑取,2017/3/15,东旭社区,1,4G288,B
102,1829,13525615541,傅术国,2017/2/14,安乐林社区,1,4G198,A
103,1830,13505102312,奚产造,2017/1/30,宋庄社区,2,4G388,A
104,1831,13507588400,戚回值,2018/5/18,梨园东区社区,1,4G58,A
105,1832,13532260853,卜共,2018/5/5,铁营社区,1,4G288,B
106,1833,13582382780,凤速快,2017/3/26,东方庄社区,2,4G588,C
107,1834,13511335484,水老大,2017/6/13,安乐林社区,1,4G168,F
108,1835,13588163616,金满要,2017/9/21,龙庆峡社区,1,4G78,A
109,1836,13577504148,乐般,2017/7/20,健翔园社区,1,4G98,C
110,1837,13588452021,岑定个,2018/7/11,上地东里社区,1,4G58,A
111,1838,13503480043,鲍这好,2017/2/28,皂西社区,1,4G288,B
112,1839,13513345606,卫接有,2017/10/9,怡秀园社区,1,4G78,A
113,1840,13518608380,褚克,2018/3/9,神路街北社区,2,4G388,A
114,1841,13518885250,葛场如,2018/5/21,韩庄子社区,1,4G78,A
115,1842,13525366608,史极是,2017/5/14,上地东里社区,2,4G588,B
116,1843,13514107550,马油平,2017/7/13,兴谷社区,1,4G98,C
117,1844,13585223221,苗究,2017/10/26,青年湖社区,1,4G98,F
118,1845,13528542133,沈民是,2017/11/8,月坛第二社区,2,4G588,A
119,1846,13501374162,花半近,2017/2/3,黄寺社区,1,4G58,C
120,1847,13540770500,曹较争,2018/7/12,南窖社区,1,4G168,A
121,1848,13551024814,水北,2017/11/2,角门社区,1,4G98,B
122,1849,13551888431,张强包,2018/4/5,南菜园社区,2,4G588,A
123,1850,13567347323,卫治发,2018/7/10,王四营社区,2,4G388,A
124,1851,13561418317,凤如确,2017/8/25,亭子庄社区,1,4G288,A
125,1852,13506751585,章心,2017/8/13,龙北社区,1,4G288,B
126,1853,13537326041,倪极权,2018/5/18,恩济庄社区,2,4G588,C
127,1854,13573728332,安划集,2017/12/29,甘露园社区,1,4G288,F
128,1855,13533342335,姜我历,2018/2/8,南湖东园K42社区,1,4G98,A
129,1856,13575071271,孟眼,2017/8/10,慈云寺社区,1,4G98,C
130,1857,13557463754,蒋断划,2018/7/4,北营房社区,1,4G198,A
131,1858,13543727504,奚其转,2018/7/14,望京新城社区,2,4G588,B
132,1859,13510420322,周市身,2017/6/4,左家庄社区,1,4G58,A
133,1860,13531843224,于利,2017/3/3,天桥社区,1,4G98,A
134,1861,13518232878,伍矿联,2017/8/30,杨镇社区,2,4G588,A
135,1862,13577128400,余增发,2017/10/9,天通苑西三区社区,1,4G58,B
136,1863,13560156038,苗北知,2017/7/24,中关村科技园社区,1,4G198,C
137,1864,13581641806,毕料,2017/1/22,东河沿社区,1,4G98,F
138,1865,13536014730,孙月酸,2018/2/9,龙庆峡社区,1,4G98,A
139,1866,13575057320,马规属,2017/5/24,南菜园社区,1,4G288,C
140,1867,13510013640,乐表边,2017/11/3,木林社区,2,4G388,A
141,1868,13517407752,褚数,2017/8/10,幸福村社区,1,4G198,B
142,1869,13544413405,伍门全,2018/3/7,天坛社区,2,4G588,A
143,1870,13551513501,袁气消,2017/11/19,南法信社区,1,4G98,A
144,1871,13515475475,时不就,2017/12/12,柳芳社区,2,4G588,A
145,1872,13542346823,乐会,2017/9/29,兴谷社区,1,4G98,B
146,1873,13507247257,时北二,2017/6/25,国英社区,1,4G288,C
147,1874,13513653423,孙选比,2017/11/20,史各庄社区,1,4G168,F
148,1875,13548402370,卫些反,2018/1/21,南湖东园K42社区,2,4G388,A
149,1876,13566084285,鲁业,2017/5/6,孙河社区,1,4G198,C
150,1877,13506178603,倪都活,2018/2/25,田村社区,1,4G98,A
151,1878,13583820088,韦入格,2017/3/1,桥梓社区,2,4G588,B
152,1879,13515073136,魏明飞,2018/4/30,乔庄社区,2,4G588,A
153,1880,13553225441,岑标,2017/10/23,望馨园社区,1,4G168,A
154,1881,13503282273,许元局,2017/7/6,瑞海社区,2,4G588,A
155,1882,13523334707,陈十我,2018/2/17,郦城社区,2,4G388,B
156,1883,13526803235,皮般角,2017/4/30,建北社区,2,4G588,C
157,1884,13510442450,花一,2018/6/22,前门社区,1,4G98,F
158,1885,13572222634,孙列备,2018/2/27,东小口局社区,1,4G198,A
159,1886,13582838358,姜克成,2017/9/26,张坊社区,1,4G98,C
160,1887,13513817871,水处确,2018/7/5,八大处社区,1,4G98,A
161,1888,13544466331,谢七,2018/6/18,小黄庄社区,1,4G98,B
162,1889,13555754321,平通马,2017/9/7,南尚乐社区,1,4G168,A
163,1890,13504376842,韦完相,2017/12/13,南湖东园104楼社区,2,4G388,A
164,1891,13536044323,姜点识,2018/5/16,西潞园社区,1,4G198,A
165,1892,13578061754,周难,2017/7/28,礼贤社区,1,4G198,B
166,1893,13580467711,范单事,2017/4/13,三里河第二社区,1,4G98,C
167,1894,13570527248,朱下所,2018/6/23,皂西社区,2,4G588,F
168,1895,13511257644,尤易并,2018/7/1,高家园社区,2,4G588,A
169,1896,13553572868,昌定,2018/7/2,凤翔社区,2,4G588,C
170,1897,13544577541,姜育量,2018/3/8,燕山洪寺社区,1,4G288,A
171,1898,13566266620,云效光,2017/5/4,新源街社区,1,4G98,B
172,1899,13513824104,陶今术,2017/8/8,裕龙社区,1,4G98,A
173,1900,13535007712,严四,2017/6/5,阳坊社区,1,4G288,A
174,1901,13540618008,毕带油,2017/8/27,垂扬柳社区,1,4G168,A
175,1902,13582443646,窦商间,2017/8/8,北宅社区,1,4G168,B
176,1903,13561640648,云器问,2017/9/6,八角社区,2,4G388,C
177,1904,13507654542,苗规,2017/3/6,地大北医社区,1,4G98,F
178,1905,13577606280,费义构,2018/7/23,徐新庄社区,1,4G78,A
179,1906,13557837421,周六时,2017/12/23,庙城社区,1,4G288,C
180,1907,13565875515,平建界,2017/9/15,福怡园社区,1,4G58,A
181,1908,13587435417,曹文,2017/9/6,上地东里社区,1,4G198,B
182,1909,13505110372,陶老器,2017/5/17,中关村科技园社区,2,4G388,A
183,1910,13588862717,孔真有,2017/6/16,南法信社区,1,4G288,A
184,1081,13681426261,邬式气,2017/9/4,东高村社区,1,4G288,A
185,1082,13685103671,柏养实,2017/6/29,万柳园社区,1,4G288,B
186,1083,13667337354,奚还技,2017/5/5,昌盛园社区,1,4G288,C
187,1084,13600711600,廉广,2017/6/18,周庄社区,1,4G198,F
188,1085,13647757750,俞思力,2017/10/21,永丰社区,1,4G78,A
189,1086,13622843067,郑响标,2018/1/6,丰富社区,1,4G288,C
190,1087,13665772658,潘眼质,2018/3/10,长阳社区,1,4G98,A
191,1088,13624838724,喻划,2018/3/9,周口店社区,1,4G98,B
192,1089,13645285328,郝路思,2017/6/1,天宁寺社区,1,4G78,A
193,1090,13608223237,邹精层,2017/7/17,海户西里社区,1,4G58,A
194,1280,13918804133,吕命,2018/2/14,玉海园社区,2,4G588,A
195,1281,13975600787,云中系,2018/1/26,西府景苑社区,2,4G388,A
196,1282,13942230802,任越总,2017/7/26,天通苑社区,2,4G588,B
197,1283,13982277336,袁众共,2018/3/10,天竺社区,1,4G98,C
198,1284,13955040743,费及,2017/7/22,六铺炕社区,1,4G58,F
199,1285,13928211260,倪构长,2017/9/29,中富乐社区,1,4G78,A
200,1286,13942702480,严共即,2017/4/8,农大社区,1,4G58,C
201,1287,13928214703,费治因,2018/5/3,雁栖湖社区,2,4G388,A
202,1288,13924065426,史九,2017/6/30,东王庄社区,1,4G198,B
203,1289,13915142733,伍候面,2017/10/19,长辛店北社区,1,4G168,A
204,1290,13948117278,齐系两,2018/7/26,海龙社区,1,4G78,A
205,1291,13955535574,平方切,2017/12/24,湖滨社区,2,4G588,A
206,1292,13948727065,李权,2018/3/24,永安里社区,1,4G98,B
207,1293,13975403246,苗多阶,2017/8/12,夏各庄社区,2,4G388,C
208,1294,13972331737,昌者式,2017/4/19,西局社区,1,4G78,F
209,1295,13911251016,秦地广,2018/4/14,芳源里社区,2,4G388,A
210,1296,13946087102,章文,2017/2/19,礼贤社区,2,4G588,C
211,1297,13941255253,张断三,2018/5/11,稻香园社区,1,4G198,A
212,1298,13987604135,花但气,2017/5/18,交科社区,1,4G98,B
213,1299,13918810822,余西意,2017/1/8,柳芳社区,1,4G198,A
214,1300,13930154402,郑里,2017/7/23,芳古园社区,1,4G98,A
215,1301,13940651820,滕级石,2018/6/22,重聚园社区,1,4G288,A
216,1302,13906502426,孙此活,2018/3/30,瑞海社区,1,4G168,B
217,1303,13960700357,雷以正,2018/3/25,常营社区,2,4G388,C
218,1304,13911037663,吕少,2017/2/25,建北社区,1,4G198,F
219,1305,13986541561,殷接节,2018/4/30,首钢社区,1,4G288,A
220,1306,13951254500,傅确门,2018/4/1,狼垡社区,1,4G98,C
221,1307,13905508515,韩组示,2018/6/10,清源社区,1,4G288,A
222,1308,13920875848,窦与,2017/12/22,怡海社区,1,4G98,B
223,1309,13935321873,傅级党,2018/4/23,桥梓社区,1,4G168,A
224,1310,13925518582,孟展速,2018/6/18,小黄庄社区,2,4G388,A
225,1311,13963652701,皮别才,2018/1/21,西直门外社区,2,4G388,A
226,1312,13962754100,毕所,2018/4/7,重聚园社区,1,4G168,B
227,1313,13968565733,王又引,2017/8/14,西局社区,1,4G98,C
228,1314,13911712078,秦习总,2017/1/11,西四社区,1,4G98,F
229,1315,13933857401,魏江全,2017/5/27,航研社区,1,4G288,A
230,1316,13978611740,殷院,2017/2/8,知春里社区,1,4G58,C
231,1317,13948514358,皮自书,2018/3/25,樱化社区,1,4G288,A
232,1318,13956558710,邹须列,2017/3/10,梨园东区社区,2,4G388,B
233,1319,13961365015,范集报,2017/8/20,兴丰社区,2,4G588,A
234,1320,13978726836,昌己,2017/5/6,农大社区,1,4G288,A
235,1321,13913643488,韩入制,2017/6/13,西便门社区,1,4G78,A
236,1322,13911743125,云品青,2017/4/21,开发社区,1,4G288,B
237,1323,13918708653,罗后及,2018/5/8,椿树社区,2,4G588,C
238,1324,13984132056,郝办,2017/9/7,十渡社区,1,4G58,F
239,1325,13910333007,卜共联,2017/10/23,青塔社区,1,4G288,A
240,1326,13932012418,费族放,2018/3/6,温泉社区,1,4G78,C
241,1327,13983555010,钱动切,2018/4/17,雁栖湖社区,1,4G288,A
242,1328,13978684562,傅统,2017/3/2,钢研社区,1,4G198,B
243,1329,13928611244,鲁话性,2017/5/12,湖滨社区,1,4G198,A
244,1330,13922171737,姜体路,2017/10/3,华山社区,1,4G288,A
245,1331,13970770678,戚物位,2017/4/5,真武庙第一社区,2,4G588,A
246,1332,13982805615,昌阶,2017/7/20,交道社区,1,4G98,B
247,1333,13913466542,任天月,2018/1/14,青云社区,1,4G168,C
248,1334,13954677486,云外门,2017/8/31,青年路社区,1,4G98,F
249,1335,13986543421,施史飞,2017/3/4,鹏润社区,1,4G98,A
250,1336,13912758514,贺口,2017/1/24,椿树社区,1,4G78,C
251,1337,13965753704,钱王且,2017/2/20,黑庄户社区,1,4G198,A
252,1338,13946842667,范山周,2018/6/5,翠微社区,2,4G388,B
253,1339,13905841373,朱到来,2017/11/26,三环新城社区,1,4G78,A
254,1340,13963622563,李相,2017/8/19,怡海社区,1,4G58,A
255,1341,13904242823,孔水利,2017/4/9,纪窑社区,1,4G78,A
256,1342,13940541801,卫家和,2017/5/31,新城市社区,1,4G78,B
257,1343,13981170883,卜府养,2017/6/27,圣华园社区,2,4G588,C
258,1344,13908554785,陶面,2017/9/12,胡各庄社区,1,4G168,F
259,1345,13920416824,喻类八,2017/12/8,万柳园社区,2,4G388,A
260,1346,13950253755,傅风求,2017/1/16,小洋坊社区,1,4G98,C
261,1347,13950275570,范程样,2017/3/10,平乐园社区,1,4G58,A
262,1348,13940687186,郝气,2018/7/13,甜水园社区,1,4G98,B
263,1349,13905708264,喻图清,2018/2/1,翠诚社区,2,4G588,A
264,1350,13913347405,范规革,2017/4/20,区域社区管理,1,4G78,A
265,1175,13962271348,马着江,2018/5/30,小黄庄社区,1,4G98,A
266,1176,13965188513,陈斗,2017/5/8,上地东北旺社区,1,4G288,C
267,1177,13910850335,朱条高,2018/3/8,田村社区,1,4G288,A
268,1178,13974428451,俞造习,2018/3/20,长沟社区,2,4G588,B
269,1179,13934737345,毕能格,2018/3/10,怡海社区,1,4G98,A
270,1180,13954720167,吕克,2018/7/18,鹏润社区,1,4G288,A
271,1181,13988375764,余器引,2018/2/25,海龙社区,1,4G98,A
272,1466,13483770658,郝水相,2018/3/5,霍营社区,2,4G588,C
273,1467,13436643008,齐石种,2017/8/13,展春园社区,1,4G198,A
274,1001,13613818582,张车一,2017/9/12,林河社区,1,4G58,A
275,1002,13635785278,岑且和,2018/2/24,区域社区管理,2,4G388,B
276,1003,13626385485,卜活细,2017/5/23,观音堂社区,2,4G588,C
277,1004,13600802121,孔育,2017/3/1,长椿街社区,1,4G288,F
278,1005,13640326767,郑采走,2017/8/30,芳星园社区,2,4G588,A
279,1006,13630580366,范外北,2017/8/14,通镇东南片社区,1,4G168,C
280,1007,13610485451,俞己相,2018/6/24,区域社区管理,1,4G98,A
281,1008,13632177237,齐第,2018/2/2,双花园社区,2,4G588,B
282,1009,13661221476,潘开具,2017/4/28,永宁社区,1,4G78,A
283,1010,13677508621,苗况风,2017/10/24,龙爪树社区,1,4G98,A
284,1011,13600735728,平眼因,2018/5/8,槐房社区,1,4G198,A
285,1012,13631451061,葛给,2017/4/20,采育社区,1,4G98,B
286,1013,13621178538,华影被,2018/5/6,南口镇道北社区,1,4G198,C
287,1014,13688511824,孟专把,2018/1/16,三里河第二社区,2,4G388,F
288,1015,13622300661,廉处影,2018/3/28,六里桥社区,1,4G168,A
289,1016,13627265470,云历,2017/7/21,老山社区,1,4G288,C
290,1017,13607872610,倪低手,2017/12/6,小关北里社区,1,4G198,A
291,1018,13684646536,尤清百,2017/1/22,惠新南里社区,1,4G168,B
292,1019,13635177325,顾通才,2017/4/5,草桥社区,1,4G168,A
293,1020,13605440200,戚书,2018/6/26,石榴园社区,1,4G198,A
294,1021,13678346342,魏影斗,2017/4/11,逸城社区,2,4G388,A
295,1022,13664713176,戚组酸,2018/3/11,重聚园社区,1,4G288,B
296,1023,13645348051,戚话治,2017/7/14,霍营社区,1,4G288,C
297,1024,13643230106,葛音,2017/12/30,北宅社区,1,4G198,F
298,1025,13648310780,陈美器,2017/1/4,安慧北里社区,2,4G588,A
299,1026,13610185124,袁东等,2017/1/11,建功北里社区,1,4G288,C
300,1027,13620883612,齐联体,2018/3/17,十里河社区,1,4G78,A
301,1028,13638665501,韩一,2017/1/30,西便门社区,1,4G78,B
302,1029,13642310765,奚识想,2018/3/21,别墅区社区,1,4G78,A
303,1030,13654452756,沈度地,2017/4/3,水关新村社区,1,4G198,A
304,1031,13632327107,吴单面,2018/7/20,汽南社区,1,4G288,A
305,1032,13677604025,曹革,2018/4/28,交道社区,1,4G168,B
306,1033,13621558817,卫回号,2018/5/14,万寿路社区,2,4G388,C
307,1034,13644545687,陈音青,2017/2/8,玉渊潭社区,1,4G168,F
308,1035,13628406183,周便教,2017/5/23,惠新苑社区,2,4G588,A
309,1036,13612417028,苏术,2017/4/22,常营社区,1,4G98,C
310,1037,13662107758,柳林王,2017/11/26,太师屯社区,2,4G388,A
311,1038,13676388050,韦主他,2017/4/21,南华园社区,2,4G388,B
312,1039,13671111284,昌维音,2017/8/6,中塔社区,1,4G168,A
313,1040,13646700471,雷转,2017/2/7,文化路社区,1,4G288,A
314,1041,13665365560,褚做断,2017/9/22,科技园社区,2,4G388,A
315,1042,13660681538,昌验设,2017/3/26,长河湾社区,2,4G388,B
316,1043,13633052231,滕维称,2018/4/14,软件园社区,2,4G588,C
317,1044,13601702315,花并,2017/10/6,莲花西里社区,1,4G198,F
318,1045,13626475315,卞手还,2017/3/21,南湖东园104楼社区,1,4G78,A
319,1046,13611377347,于月发,2017/6/28,马池口社区,1,4G198,C
320,1047,13616276226,滕但具,2018/3/24,建欣园社区,1,4G198,A
321,1048,13666728760,严克,2017/1/29,胡各庄社区,1,4G78,B
322,1049,13667718555,于支组,2017/5/23,崔各庄社区,2,4G388,A
323,1050,13644036881,殷报选,2018/5/19,清华园社区,1,4G288,A
324,1051,13677016430,朱进斗,2017/10/4,房山城南社区,1,4G288,A
325,1052,13641531768,华验,2018/5/2,青云社区,1,4G288,B
326,1053,13680610045,葛并传,2017/11/14,卢沟桥社区,2,4G588,C
327,1054,13612421274,何己委,2017/12/22,上地东北旺社区,1,4G98,F
328,1055,13654672011,昌治查,2017/5/2,翠林社区,1,4G168,A
329,1056,13604144344,张局,2017/1/21,东王庄社区,2,4G388,C
330,1057,13655668360,元再总,2017/10/22,重聚园社区,1,4G98,A
331,1058,13614746240,蒋成式,2017/6/8,花家地西里社区,1,4G98,B
332,1059,13652428718,鲁县增,2017/6/1,西便门社区,1,4G58,A
333,1060,13655573816,花造,2018/1/5,天宁寺社区,1,4G168,A
334,1061,13670126547,奚点设,2018/6/4,城南嘉园社区,1,4G58,A
335,1062,13683042525,费二美,2017/8/23,三里屯社区,1,4G168,B
336,1063,13676451541,费受元,2018/6/18,平乐园社区,1,4G78,C
337,1064,13615333778,袁名,2017/6/5,黄庄社区,1,4G198,F
338,1065,13646487084,许例派,2017/11/6,区域社区管理,1,4G168,A
339,1066,13657254353,柏关规,2018/2/27,天坛社区,1,4G78,C
340,1067,13634505580,薛深至,2017/2/13,平乐园社区,1,4G58,A
341,1068,13665044263,吕提,2018/2/18,槐柏树社区,2,4G388,B
342,1069,13614146113,郑划什,2017/8/4,福怡园社区,1,4G78,A
343,1070,13652660045,葛养育,2018/3/28,龙北社区,1,4G288,A
344,1071,13613803602,华完间,2017/1/20,依翠园社区,1,4G198,A
345,1072,13634353686,孔主,2018/4/14,隆福寺社区,1,4G78,B
346,1073,13630135760,花着史,2017/7/23,玉渊潭社区,1,4G198,C
347,1074,13666525357,吕间统,2017/3/19,富丰社区,1,4G98,F
348,1075,13605800764,钱但光,2017/3/25,十里河社区,1,4G78,A
349,1076,13600047110,李空,2017/10/26,裕龙社区,1,4G78,C
350,1077,13631678258,凤特光,2018/6/9,李遂社区,1,4G198,A
351,1078,13613050503,殷发机,2018/7/18,桥梓社区,1,4G198,B
352,1373,13954082077,水果角,2017/7/3,厂洼社区,1,4G58,C
353,1374,13961780057,葛之根,2017/5/17,东关社区,1,4G98,F
354,1375,13982783630,郑资受,2017/5/18,永泰社区,2,4G588,A
355,1376,13936846367,于厂,2018/4/19,永乐店社区,1,4G288,C
356,1377,13980702351,滕说类,2017/6/26,大兴庄社区,1,4G288,A
357,1378,13980784332,罗往精,2017/5/25,圣华园社区,1,4G288,B
358,1379,13904406540,王者部,2017/2/21,通镇东南片社区,1,4G98,A
359,1380,13923004466,罗所,2017/9/17,城南嘉园社区,2,4G388,A
360,1381,13910263287,鲁走学,2018/2/1,百环社区,1,4G78,A
361,1382,13937860734,乐应道,2018/5/4,马坊社区,1,4G288,B
362,1383,13924440172,孔速现,2017/5/28,皂西社区,1,4G98,C
363,1384,13930677271,吕专,2017/5/24,甜水园社区,2,4G388,F
364,1385,13915815313,倪近己,2017/5/26,翠林社区,2,4G388,A
365,1386,13937734745,邹取温,2017/7/6,商务社区,1,4G78,C
366,1387,13984446505,孙认求,2017/10/19,天通苑西三区社区,2,4G588,A
367,1388,13914205704,傅音,2017/9/26,芳古园社区,1,4G168,B
368,1389,13947671475,蒋列张,2018/1/14,华山社区,1,4G78,A
369,1390,13927420372,元它报,2017/5/30,北宅社区,2,4G388,A
370,1391,13952528862,酆场边,2017/5/12,知春里社区,1,4G198,A
371,1392,13901121187,尤成,2017/3/13,官道社区,2,4G388,B
372,1393,13952543322,俞边界,2017/10/2,北苑局社区,1,4G58,C
373,1394,13937700876,殷群年,2017/1/24,安华里社区,2,4G388,F
374,1395,13972486665,安边海,2018/4/16,龙北社区,1,4G168,A
375,1396,13981376748,秦般,2017/8/11,陈营社区,1,4G78,C
376,1397,13917417040,卜把十,2017/2/22,沙河社区,2,4G388,A
377,1398,13912837588,李已据,2017/3/21,三里河第二社区,2,4G588,B
378,1399,13941857635,朱风劳,2017/8/7,铁营社区,1,4G168,A
379,1400,13932181615,齐周,2017/4/7,十渡社区,1,4G98,A
380,1401,13951730368,章系无,2018/3/15,民旺社区,2,4G588,A
381,1402,13953532644,柳场院,2017/5/20,芳古园社区,1,4G78,B
